gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,39,Yes,No,None,One year,No,ZIPIT,29.02,1005.09,0
Female,0,Yes,No,5,Yes,No,Econet Mobile,Month-to-month,Yes,ZIPIT,37.61,207.61,1
Female,0,No,No,25,Yes,Yes,None,One year,Yes,EcoCash,34.27,902.37,0
Male,1,Yes,Yes,5,Yes,No,Liquid Home,Two year,No,EcoCash,43.35,191.2,1
Male,1,Yes,No,12,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,60.15,751.06,1
Male,0,Yes,Yes,49,Yes,No,Liquid Home,One year,Yes,EcoCash,31.5,1514.54,0
Male,1,No,Yes,41,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,38.28,1588.92,1
Male,1,Yes,Yes,36,Yes,No,None,One year,Yes,OneMoney,30.72,1043.25,0
Male,0,Yes,No,15,Yes,No,Econet Mobile,One year,No,EcoCash,33.14,544.9,0
Male,1,Yes,Yes,45,Yes,Yes,Econet Mobile,Month-to-month,No,OneMoney,58.22,2622.72,0
Female,0,No,Yes,66,Yes,Yes,None,Month-to-month,Yes,ZIPIT,45.87,3041.69,0
Male,0,Yes,Yes,62,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,43.55,2699.17,0
Male,0,No,Yes,12,Yes,No,TelOne ADSL,Month-to-month,No,OneMoney,35.55,483.49,0
Male,0,No,Yes,49,Yes,No,Econet Mobile,Month-to-month,No,Cash deposit,22.28,1106.98,0
Male,0,No,Yes,17,Yes,No,TelOne ADSL,Month-to-month,No,Bank debit order,50.36,905.92,0
Female,0,No,No,62,Yes,No,TelOne ADSL,Month-to-month,No,EcoCash,52.93,3257.14,0
Male,1,Yes,Yes,34,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,53.7,1856.73,1
Male,0,No,Yes,54,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,37.57,2110.09,0
Male,1,No,No,39,Yes,Yes,None,One year,Yes,ZIPIT,23.84,1013.23,0
Female,0,Yes,Yes,49,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,49.38,2294.28,0
Female,0,No,Yes,68,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,57.29,3906.47,0
Male,0,Yes,No,9,Yes,Yes,ZOL Fibroniks,Two year,Yes,EcoCash,52.96,405.41,0
Male,0,No,No,65,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,23.81,1530.83,0
Male,0,No,Yes,35,Yes,No,Liquid Home,Month-to-month,No,EcoCash,44.64,1537.57,1
Male,0,No,Yes,10,Yes,No,ZOL Fibroniks,Two year,Yes,Bank debit order,8.0,112.73,0
Female,0,Yes,Yes,31,Yes,No,ZOL Fibroniks,One year,No,EcoCash,61.98,1916.98,0
Female,0,No,Yes,4,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,40.94,129.27,0
Female,0,No,No,39,Yes,No,Liquid Home,Month-to-month,No,Bank debit order,41.46,1645.97,1
Male,1,Yes,No,34,Yes,No,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,65.75,2186.11,0
Male,0,No,Yes,28,Yes,No,Econet Mobile,One year,Yes,Bank debit order,27.32,728.8,0
Male,0,No,Yes,32,Yes,No,TelOne ADSL,Month-to-month,Yes,Cash deposit,40.08,1265.92,0
Male,0,No,Yes,45,No,No phone service,TelOne ADSL,Two year,Yes,EcoCash,22.48,1004.0,0
Female,1,No,Yes,60,Yes,No,None,Month-to-month,No,EcoCash,11.05,674.29,1
Male,0,Yes,Yes,28,Yes,No,TelOne ADSL,Month-to-month,Yes,Cash deposit,43.02,1216.45,0
Male,0,Yes,Yes,1,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,42.19,13.51,0
Female,0,Yes,No,40,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,8.0,334.27,0
Male,0,Yes,No,68,Yes,No,ZOL Fibroniks,Two year,No,Cash deposit,51.13,3483.16,0
Male,0,Yes,No,28,Yes,Yes,Liquid Home,Month-to-month,No,EcoCash,37.24,1045.25,1
Male,0,No,No,8,Yes,No,None,Month-to-month,Yes,EcoCash,51.54,337.59,0
Male,0,Yes,No,65,Yes,No,None,Month-to-month,No,ZIPIT,42.23,2769.42,0
Male,0,No,No,30,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,56.82,1735.43,0
Male,0,Yes,Yes,27,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,58.89,1628.93,0
Male,1,Yes,Yes,21,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,41.59,881.96,1
Male,0,No,Yes,53,Yes,No,TelOne ADSL,Two year,Yes,EcoCash,54.61,2948.65,0
Male,0,No,No,10,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,53.88,563.85,0
Female,0,Yes,No,44,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,16.73,716.25,0
Male,0,No,Yes,25,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,22.11,550.41,0
Female,0,Yes,No,28,Yes,Yes,TelOne ADSL,Month-to-month,No,Cash deposit,19.82,527.08,1
Female,0,Yes,No,15,No,No phone service,Liquid Home,Month-to-month,No,EcoCash,49.95,700.51,0
Male,0,Yes,No,58,Yes,Yes,TelOne ADSL,Two year,Yes,Cash deposit,25.27,1501.29,0
Female,0,No,Yes,33,Yes,Yes,ZOL Fibroniks,One year,No,Cash deposit,8.0,251.84,0
Male,0,Yes,Yes,67,Yes,Yes,TelOne ADSL,One year,No,EcoCash,19.84,1364.43,0
Male,0,No,Yes,60,Yes,No,Liquid Home,Month-to-month,No,OneMoney,31.11,1960.4,0
Male,1,No,Yes,55,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,46.27,2597.64,1
Male,0,Yes,No,32,Yes,No,TelOne ADSL,One year,Yes,Bank debit order,61.27,1913.05,0
Male,0,No,Yes,69,Yes,Yes,ZOL Fibroniks,Month-to-month,No,Bank debit order,55.14,3776.99,0
Male,0,Yes,Yes,42,Yes,No,Liquid Home,One year,Yes,EcoCash,41.21,1759.93,0
Female,0,Yes,Yes,31,Yes,No,Liquid Home,One year,No,Bank debit order,23.12,738.18,0
Male,1,Yes,No,25,Yes,No,TelOne ADSL,Two year,Yes,EcoCash,8.0,266.82,0
Female,0,Yes,Yes,66,Yes,Yes,TelOne ADSL,Month-to-month,Yes,OneMoney,29.23,1911.43,0
Female,0,Yes,No,18,Yes,Yes,ZOL Fibroniks,One year,No,EcoCash,32.84,528.48,1
Female,0,Yes,Yes,63,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,39.8,2461.52,1
Male,0,No,No,16,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,54.11,925.74,0
Female,1,Yes,Yes,55,Yes,Yes,Econet Mobile,Month-to-month,No,EcoCash,50.08,2762.95,1
Female,0,Yes,Yes,20,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,39.68,835.83,0
Female,0,No,No,60,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,OneMoney,30.83,1833.49,1
Male,0,Yes,No,60,Yes,No,Econet Mobile,Month-to-month,Yes,Bank debit order,10.59,599.41,0
Female,0,No,No,53,Yes,Yes,Liquid Home,Month-to-month,Yes,Cash deposit,23.59,1283.73,1
Female,0,No,No,72,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,20.63,1419.54,0
Male,0,Yes,Yes,37,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,84.67,3157.82,1
Male,0,Yes,No,61,Yes,No,None,Month-to-month,Yes,Cash deposit,73.91,4590.23,1
Male,0,Yes,Yes,40,Yes,No,TelOne ADSL,Month-to-month,No,OneMoney,15.34,501.18,0
Female,0,Yes,No,2,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,45.07,43.76,0
Male,0,No,No,30,Yes,Yes,Liquid Home,One year,No,EcoCash,13.68,409.82,0
Male,0,No,No,2,Yes,No,ZOL Fibroniks,Month-to-month,No,Bank debit order,42.03,61.25,1
Female,0,No,No,48,Yes,Yes,ZOL Fibroniks,Month-to-month,No,OneMoney,29.17,1394.36,0
Male,0,Yes,No,11,Yes,Yes,None,Two year,Yes,EcoCash,35.45,501.02,0
Male,0,No,Yes,23,Yes,No,Liquid Home,Two year,No,Cash deposit,56.93,1277.23,0
Female,1,Yes,Yes,63,Yes,Yes,TelOne ADSL,Month-to-month,No,ZIPIT,44.7,2805.96,0
Female,0,No,No,53,Yes,No,None,Month-to-month,No,Cash deposit,53.66,2795.03,1
Female,0,No,No,24,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,47.05,1059.33,1
Female,0,Yes,Yes,36,Yes,Yes,ZOL Fibroniks,Month-to-month,No,Bank debit order,24.82,915.79,1
Male,0,Yes,No,42,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,14.4,524.02,1
Female,0,Yes,Yes,25,Yes,Yes,Econet Mobile,Month-to-month,No,ZIPIT,32.61,750.36,0
Female,0,No,No,54,Yes,No,Liquid Home,Two year,No,Bank debit order,32.58,1761.6,0
Male,0,Yes,No,10,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,28.59,315.28,0
Male,1,No,Yes,31,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,25.32,741.56,1
Male,0,No,Yes,18,Yes,No,ZOL Fibroniks,Month-to-month,No,OneMoney,39.2,668.64,1
Male,0,Yes,No,49,Yes,No,Liquid Home,Month-to-month,Yes,Cash deposit,61.78,2945.53,1
Male,0,No,Yes,46,Yes,Yes,ZOL Fibroniks,Month-to-month,No,ZIPIT,8.0,393.48,0
Male,1,Yes,No,58,Yes,Yes,Econet Mobile,Month-to-month,Yes,Bank debit order,15.63,908.31,0
Female,1,Yes,Yes,26,Yes,No,None,Month-to-month,Yes,OneMoney,42.7,1110.71,1
Male,0,No,Yes,16,Yes,No,None,Two year,No,OneMoney,8.0,62.42,0
Female,0,Yes,Yes,2,Yes,No,Liquid Home,One year,No,EcoCash,12.02,64.63,0
Female,0,No,No,62,Yes,Yes,Liquid Home,One year,Yes,Cash deposit,76.08,4691.94,0
Female,0,No,No,24,Yes,No,TelOne ADSL,Month-to-month,No,ZIPIT,48.12,1199.35,1
Female,0,Yes,No,55,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,86.05,4699.95,1
Male,0,No,No,26,Yes,No,None,Two year,Yes,Bank debit order,8.0,224.31,0
Female,0,Yes,No,24,Yes,No,TelOne ADSL,Month-to-month,No,OneMoney,75.53,1774.98,0
Male,1,No,Yes,17,Yes,Yes,Liquid Home,One year,No,EcoCash,14.39,292.72,0
Female,1,No,Yes,57,Yes,No,Econet Mobile,Month-to-month,No,OneMoney,54.12,3024.36,0
Male,1,No,No,20,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,8.0,175.06,1
Male,0,No,Yes,21,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,43.23,846.79,0
Female,0,Yes,No,51,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,44.5,2248.12,0
Male,0,No,No,37,Yes,No,Econet Mobile,One year,Yes,Cash deposit,29.93,1139.37,0
Female,0,Yes,No,54,No,No phone service,None,One year,No,EcoCash,12.94,641.7,0
Male,0,No,No,7,Yes,Yes,Liquid Home,Two year,Yes,Bank debit order,32.95,254.09,0
Male,1,Yes,No,69,Yes,Yes,TelOne ADSL,One year,No,EcoCash,42.32,2957.85,0
Female,0,Yes,No,17,Yes,No,ZOL Fibroniks,One year,Yes,Bank debit order,17.28,193.69,0
Female,0,Yes,No,8,Yes,Yes,Econet Mobile,One year,Yes,ZIPIT,34.28,298.02,0
Male,0,Yes,Yes,7,Yes,Yes,TelOne ADSL,One year,Yes,ZIPIT,36.86,314.31,0
Male,0,Yes,Yes,22,Yes,No,None,One year,No,OneMoney,46.13,977.45,0
Male,0,Yes,Yes,30,Yes,No,None,Month-to-month,Yes,OneMoney,9.34,237.23,0
Female,0,No,No,5,Yes,Yes,ZOL Fibroniks,Two year,Yes,ZIPIT,27.29,55.15,0
Female,0,No,No,45,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,41.17,1804.58,0
Male,0,Yes,No,44,Yes,Yes,TelOne ADSL,Month-to-month,Yes,OneMoney,30.84,1407.9,0
Male,0,No,Yes,56,Yes,Yes,Liquid Home,Month-to-month,Yes,Bank debit order,18.23,1000.01,0
Male,0,Yes,No,1,Yes,No,ZOL Fibroniks,One year,No,Cash deposit,54.84,79.83,0
Male,0,No,Yes,7,Yes,Yes,TelOne ADSL,One year,No,Bank debit order,55.44,356.85,0
Female,0,Yes,No,14,Yes,Yes,TelOne ADSL,Month-to-month,No,Cash deposit,51.56,716.24,0
Female,0,No,Yes,31,Yes,No,TelOne ADSL,Month-to-month,No,Cash deposit,31.41,1036.01,1
Male,0,Yes,No,42,Yes,No,Liquid Home,One year,Yes,Bank debit order,34.29,1507.52,0
Female,0,Yes,No,14,Yes,No,ZOL Fibroniks,One year,No,ZIPIT,60.47,854.22,0
Male,0,No,Yes,26,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,52.43,1352.79,1
Male,0,No,Yes,37,Yes,No,Econet Mobile,One year,Yes,OneMoney,60.75,2208.23,0
Male,1,No,Yes,39,Yes,No,Liquid Home,One year,Yes,EcoCash,39.51,1580.99,0
Male,0,Yes,Yes,38,Yes,No,Liquid Home,Month-to-month,No,EcoCash,48.97,1854.87,0
Male,0,No,Yes,46,No,No phone service,None,Month-to-month,Yes,ZIPIT,49.95,2362.46,1
Female,1,No,Yes,55,Yes,Yes,None,Month-to-month,Yes,Bank debit order,63.97,3434.22,1
Female,0,Yes,Yes,61,Yes,Yes,ZOL Fibroniks,One year,Yes,EcoCash,8.0,466.41,0
Male,0,Yes,Yes,70,Yes,No,Econet Mobile,Two year,Yes,ZIPIT,40.21,2807.34,0
Female,0,Yes,No,28,Yes,Yes,ZOL Fibroniks,Two year,Yes,OneMoney,55.16,1570.07,0
Female,0,Yes,Yes,23,Yes,No,Econet Mobile,One year,No,Cash deposit,59.18,1296.5,0
Female,0,Yes,Yes,20,Yes,No,ZOL Fibroniks,Month-to-month,No,ZIPIT,29.85,590.2,1
Female,0,Yes,No,25,Yes,No,ZOL Fibroniks,Month-to-month,No,OneMoney,45.02,1174.21,1
Male,0,No,Yes,39,Yes,No,None,Month-to-month,Yes,EcoCash,51.24,2014.1,0
Female,0,No,No,44,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,60.58,2682.25,1
Female,0,No,No,5,Yes,Yes,Liquid Home,One year,No,OneMoney,44.4,181.35,0
Female,0,No,No,72,Yes,No,None,Two year,Yes,ZIPIT,42.63,3058.49,0
Male,0,Yes,Yes,3,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,33.13,48.16,0
Male,0,No,Yes,29,Yes,Yes,ZOL Fibroniks,Month-to-month,No,OneMoney,58.18,1737.86,1
Male,0,No,No,33,Yes,No,Liquid Home,Month-to-month,No,OneMoney,60.39,2014.02,1
Male,0,No,No,25,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,56.78,1425.9,0
Male,0,Yes,Yes,15,Yes,Yes,TelOne ADSL,Month-to-month,Yes,EcoCash,51.35,779.14,1
Male,0,No,No,38,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,42.41,1672.29,0
Female,0,No,No,0,Yes,Yes,TelOne ADSL,Month-to-month,No,Cash deposit,27.43,128.32,1
Male,0,No,No,54,Yes,No,TelOne ADSL,Month-to-month,No,Cash deposit,24.67,1336.28,0
Female,0,No,Yes,49,Yes,No,Liquid Home,Two year,Yes,EcoCash,56.54,2774.6,0
Male,0,No,Yes,56,Yes,No,ZOL Fibroniks,Month-to-month,No,ZIPIT,58.39,3289.7,1
Female,0,No,Yes,59,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,42.42,2575.43,0
Male,0,No,Yes,64,Yes,No,Econet Mobile,One year,Yes,OneMoney,42.4,2752.39,0
Female,0,No,No,10,Yes,Yes,Econet Mobile,Month-to-month,No,EcoCash,41.84,438.37,1
Male,0,No,Yes,60,Yes,No,Liquid Home,Month-to-month,Yes,OneMoney,59.57,3612.85,0
Male,1,Yes,Yes,41,Yes,No,Liquid Home,Two year,Yes,ZIPIT,51.62,2137.29,0
Male,0,No,Yes,9,Yes,No,TelOne ADSL,One year,No,EcoCash,30.25,202.47,1
Female,0,Yes,No,71,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,47.16,3401.88,0
Male,0,Yes,No,59,Yes,Yes,TelOne ADSL,One year,No,OneMoney,9.51,521.31,0
Female,0,Yes,No,19,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,26.89,506.63,1
Female,0,Yes,No,65,Yes,No,Liquid Home,Two year,Yes,Bank debit order,8.0,481.31,0
Male,0,Yes,No,53,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,22.58,1183.63,0
Male,1,Yes,Yes,32,Yes,No,None,One year,Yes,EcoCash,24.25,787.99,0
Male,0,Yes,Yes,11,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,8.0,155.94,1
Male,1,No,No,53,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,59.1,3111.24,0
Male,0,No,No,68,Yes,No,Liquid Home,Month-to-month,Yes,ZIPIT,28.84,2034.29,0
Male,1,No,Yes,14,Yes,No,Econet Mobile,Month-to-month,No,ZIPIT,32.19,370.59,0
Female,0,Yes,No,0,Yes,No,Econet Mobile,Month-to-month,No,ZIPIT,22.5,0.0,1
Male,0,Yes,Yes,16,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,48.18,728.52,0
Male,0,No,No,21,Yes,No,TelOne ADSL,Month-to-month,Yes,Cash deposit,62.85,1358.1,1
Female,0,Yes,No,27,Yes,No,Liquid Home,Month-to-month,No,EcoCash,47.41,1233.54,1
Female,0,No,Yes,71,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,44.26,3080.11,0
Male,0,No,No,70,Yes,No,ZOL Fibroniks,Two year,Yes,Bank debit order,8.0,649.83,0
Male,0,No,No,48,Yes,Yes,Liquid Home,One year,No,EcoCash,36.18,1730.01,0
Male,0,Yes,No,15,Yes,Yes,TelOne ADSL,Month-to-month,Yes,Bank debit order,49.65,819.13,1
Female,0,Yes,No,15,Yes,No,TelOne ADSL,Two year,Yes,ZIPIT,59.59,945.44,0
Female,1,No,Yes,5,Yes,No,None,Month-to-month,No,EcoCash,48.92,284.92,1
Male,0,Yes,Yes,57,Yes,No,TelOne ADSL,Month-to-month,Yes,ZIPIT,75.58,4370.98,1
Male,0,No,Yes,16,Yes,Yes,TelOne ADSL,Month-to-month,Yes,Bank debit order,24.89,384.78,0
Male,0,No,Yes,65,Yes,Yes,None,Month-to-month,Yes,Cash deposit,24.89,1560.11,0
Female,0,Yes,Yes,43,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,44.9,1956.59,1
Male,0,Yes,Yes,35,Yes,Yes,Liquid Home,Month-to-month,No,Cash deposit,61.0,2117.4,0
Male,1,Yes,Yes,67,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,63.9,4311.37,0
Male,0,Yes,No,11,Yes,No,TelOne ADSL,One year,No,EcoCash,8.0,133.12,0
Male,0,No,Yes,33,Yes,No,None,Month-to-month,No,EcoCash,39.99,1279.39,0
Female,0,No,Yes,18,Yes,Yes,TelOne ADSL,Month-to-month,No,OneMoney,55.14,962.95,1
Male,0,No,No,13,Yes,Yes,None,Month-to-month,Yes,EcoCash,54.64,705.87,1
Male,0,Yes,No,68,No,No phone service,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,48.17,3339.06,1
Female,0,Yes,No,44,Yes,Yes,Econet Mobile,Month-to-month,No,EcoCash,36.47,1565.41,0
Female,0,No,Yes,11,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,8.0,179.71,1
Male,0,No,No,7,Yes,No,ZOL Fibroniks,Month-to-month,No,OneMoney,75.01,442.84,1
Male,0,No,Yes,22,Yes,Yes,ZOL Fibroniks,Month-to-month,No,ZIPIT,49.02,1159.38,1
Female,1,No,No,60,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,22.13,1339.79,0
Male,0,No,No,10,Yes,No,Liquid Home,Month-to-month,Yes,Cash deposit,32.17,348.42,1
Female,0,Yes,Yes,54,Yes,Yes,ZOL Fibroniks,One year,Yes,EcoCash,42.69,2334.04,0
Female,0,Yes,No,7,Yes,No,TelOne ADSL,One year,No,OneMoney,46.55,210.07,0
Female,0,No,No,24,Yes,Yes,TelOne ADSL,Month-to-month,Yes,Cash deposit,12.98,297.36,0
Male,0,Yes,Yes,38,Yes,Yes,Liquid Home,One year,No,Cash deposit,20.16,758.74,0
Female,0,No,Yes,9,Yes,Yes,TelOne ADSL,Two year,Yes,ZIPIT,47.0,483.6,0
Female,0,Yes,No,28,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,27.61,768.96,0
Male,0,Yes,Yes,19,Yes,No,Econet Mobile,Two year,Yes,EcoCash,8.0,223.27,0
Female,0,Yes,Yes,3,Yes,No,TelOne ADSL,One year,No,OneMoney,23.75,162.33,0
Female,0,No,Yes,0,Yes,No,Econet Mobile,Month-to-month,No,Bank debit order,37.78,67.15,1
Female,0,No,No,10,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,8.5,94.7,1
Male,0,Yes,Yes,54,Yes,No,Liquid Home,Two year,No,Cash deposit,67.43,3590.16,0
Male,0,Yes,No,2,Yes,No,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,59.39,151.09,1
Female,0,Yes,No,36,Yes,No,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,54.5,1946.86,1
Male,0,Yes,Yes,1,Yes,No,TelOne ADSL,Month-to-month,Yes,EcoCash,39.64,110.19,0
Female,0,No,Yes,15,Yes,Yes,None,Month-to-month,Yes,EcoCash,15.76,164.15,0
Female,0,Yes,No,13,Yes,No,ZOL Fibroniks,Month-to-month,Yes,EcoCash,22.89,264.9,0
Female,1,Yes,Yes,24,Yes,No,TelOne ADSL,Month-to-month,No,OneMoney,61.82,1531.23,1
Male,0,Yes,Yes,54,Yes,No,ZOL Fibroniks,One year,No,Cash deposit,23.71,1367.52,0
Female,0,No,Yes,30,Yes,No,TelOne ADSL,Month-to-month,Yes,Bank debit order,37.41,1159.67,0
Male,0,No,No,1,Yes,No,Econet Mobile,Two year,No,EcoCash,32.79,97.97,0
Female,0,No,No,10,Yes,Yes,Econet Mobile,Two year,Yes,Cash deposit,35.18,362.37,0
Male,0,No,Yes,22,Yes,Yes,None,Month-to-month,Yes,Cash deposit,35.73,872.93,1
Male,0,No,Yes,20,Yes,Yes,TelOne ADSL,Two year,Yes,EcoCash,33.7,688.14,0
Female,1,Yes,Yes,41,Yes,Yes,TelOne ADSL,Month-to-month,No,OneMoney,29.87,1252.58,0
Female,0,No,No,25,Yes,Yes,None,Month-to-month,Yes,Cash deposit,32.25,819.12,1
Female,0,No,Yes,54,Yes,No,TelOne ADSL,Month-to-month,Yes,Cash deposit,34.24,1838.42,0
Male,0,Yes,No,18,Yes,Yes,None,Month-to-month,No,Bank debit order,21.0,402.12,1
Female,0,No,No,49,Yes,Yes,ZOL Fibroniks,Two year,Yes,ZIPIT,12.79,642.14,0
Female,1,No,Yes,7,Yes,No,ZOL Fibroniks,Month-to-month,Yes,OneMoney,31.33,244.89,0
Female,1,No,No,72,Yes,No,ZOL Fibroniks,Month-to-month,Yes,Cash deposit,22.24,1492.07,0
Female,1,Yes,No,72,Yes,Yes,Econet Mobile,One year,Yes,EcoCash,36.81,2609.76,0
Male,0,Yes,No,20,Yes,No,ZOL Fibroniks,Two year,Yes,Cash deposit,18.8,352.87,1
Male,0,No,Yes,17,No,No phone service,Econet Mobile,Two year,Yes,EcoCash,8.0,64.22,1
Female,0,Yes,No,0,Yes,No,Liquid Home,Month-to-month,No,OneMoney,64.18,20.29,1
Female,0,Yes,Yes,71,Yes,No,TelOne ADSL,Month-to-month,No,ZIPIT,26.61,1927.42,0
Male,0,Yes,No,2,No,No phone service,Econet Mobile,Month-to-month,Yes,EcoCash,8.0,34.53,0
Male,0,Yes,Yes,0,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,51.38,102.94,1
Female,0,No,Yes,7,Yes,No,ZOL Fibroniks,Two year,No,EcoCash,29.14,252.11,0
Female,1,No,No,21,Yes,Yes,TelOne ADSL,One year,No,EcoCash,36.77,824.26,0
Male,0,No,Yes,71,Yes,Yes,None,Two year,No,EcoCash,40.11,2852.52,0
Female,1,Yes,Yes,12,Yes,No,ZOL Fibroniks,Month-to-month,No,EcoCash,54.56,724.74,1
Female,0,Yes,No,41,Yes,No,ZOL Fibroniks,Month-to-month,Yes,ZIPIT,41.86,1690.36,0
Male,0,Yes,Yes,47,No,No phone service,Econet Mobile,Month-to-month,Yes,EcoCash,11.15,591.5,0
Male,0,Yes,No,58,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,EcoCash,14.82,906.37,1
Female,0,No,No,51,Yes,No,ZOL Fibroniks,One year,Yes,EcoCash,10.5,570.58,0
Male,0,Yes,Yes,71,Yes,No,Econet Mobile,One year,No,ZIPIT,27.4,1946.89,0
Male,0,Yes,No,48,No,No phone service,Econet Mobile,One year,Yes,EcoCash,43.37,2050.2,0
Male,0,No,No,61,Yes,Yes,ZOL Fibroniks,One year,Yes,EcoCash,21.74,1328.47,0
Female,1,No,No,23,Yes,Yes,None,Month-to-month,No,ZIPIT,24.15,481.73,0
Male,0,Yes,Yes,29,Yes,Yes,Econet Mobile,Month-to-month,No,Bank debit order,23.41,733.05,0
Male,0,No,No,53,Yes,No,ZOL Fibroniks,One year,Yes,EcoCash,25.85,1348.29,0
Male,0,No,No,63,Yes,No,Liquid Home,Month-to-month,Yes,EcoCash,48.62,3044.38,0
Female,0,No,Yes,0,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,31.25,0.0,0
Female,0,No,No,31,Yes,No,TelOne ADSL,Month-to-month,Yes,Cash deposit,56.43,1698.86,0
Male,0,Yes,Yes,58,Yes,Yes,TelOne ADSL,Two year,No,OneMoney,26.96,1696.75,0
Male,0,Yes,Yes,8,Yes,Yes,Liquid Home,Two year,Yes,ZIPIT,37.1,266.57,0
Male,0,Yes,Yes,25,Yes,Yes,ZOL Fibroniks,Month-to-month,Yes,OneMoney,33.11,880.65,1
Female,0,No,No,40,Yes,No,TelOne ADSL,One year,Yes,OneMoney,41.81,1609.48,0
Female,0,No,Yes,6,Yes,No,ZOL Fibroniks,Month-to-month,No,Bank debit order,46.29,211.53,0
Male,1,No,Yes,66,Yes,No,Econet Mobile,Month-to-month,No,EcoCash,37.19,2454.06,0
Male,0,No,Yes,26,Yes,Yes,ZOL Fibroniks,Month-to-month,No,EcoCash,85.24,2219.92,1
Female,0,Yes,Yes,57,Yes,No,ZOL Fibroniks,Month-to-month,Yes,Bank debit order,64.27,3633.72,0
Female,0,Yes,No,31,Yes,Yes,ZOL Fibroniks,Two year,No,EcoCash,27.12,840.88,0
Male,0,Yes,Yes,29,Yes,Yes,Econet Mobile,Month-to-month,Yes,EcoCash,61.19,1736.16,0
Male,0,Yes,Yes,70,Yes,Yes,Liquid Home,Month-to-month,Yes,EcoCash,59.23,4207.2,1
Female,0,No,No,62,Yes,Yes,Liquid Home,Two year,Yes,Cash deposit,13.8,956.56,0
